FileName,ImageId,CatagoryID
train_val2019/Plants/381/69d6e0ca55b10618b7c5a82ff8202547.jpg,205143,381
train_val2019/Plants/381/a03276e7e70714538cbf019c89746c6c.jpg,37149,381
train_val2019/Plants/381/f821b5060657b67a18cabd1bb94149c3.jpg,232728,381
train_val2019/Plants/381/ec056476cb6898dd3c9651933ede4dc3.jpg,235476,381
train_val2019/Plants/381/d199e1325a08e8f9b03b19c6eefdcf35.jpg,122560,381
train_val2019/Plants/381/e3051d229978427945960f211e57a93c.jpg,183204,381
train_val2019/Plants/381/5c2a6f5a3fb71eafa4937632713da645.jpg,48455,381
train_val2019/Plants/381/65700551007b75e8337a8c11d6744944.jpg,236771,381
train_val2019/Plants/381/8720bc60bf15628721894da7da6384f6.jpg,170887,381
train_val2019/Plants/381/68d0ccd569a6df704fedc077da37db50.jpg,145753,381
train_val2019/Plants/381/dc9136beb535ad452f17ab4e037c3302.jpg,126201,381
train_val2019/Plants/381/7f7c42351daeb6b1dc947f608b047929.jpg,143793,381
train_val2019/Plants/381/9b9ab5dfae2993cd8d2d141496619001.jpg,67141,381
train_val2019/Plants/381/be42332308f7a1ea4b15f9c9b94ac29c.jpg,76952,381
train_val2019/Plants/381/6c8a829a4921444e093a3ecdaa2b95f8.jpg,93914,381
train_val2019/Plants/381/f51b7f90b0b823ee1c822bfaef5fa347.jpg,166442,381
train_val2019/Plants/381/6184a61cb591fbaee32e36f8aba22d55.jpg,4969,381
train_val2019/Plants/381/cf48ae7a85e2e6d4ea81157c93564677.jpg,259985,381
train_val2019/Plants/381/acd693f68e493c388ce21c69606f5106.jpg,179360,381
train_val2019/Plants/381/437c9225d7fc85fa704440851b672c06.jpg,8468,381
train_val2019/Plants/381/561c56413b286cb2832113cb80e2cbd4.jpg,139886,381
train_val2019/Plants/381/76a1c1a6fe51df284d416dbfd84b49a2.jpg,203512,381
train_val2019/Plants/381/e01b9d3cde652b38e060d294aa0b05cc.jpg,230642,381
train_val2019/Plants/381/b1639964cb2867e0e29f225b461659fc.jpg,80748,381
train_val2019/Plants/381/61e0224241e8cbd909ede977050eeed1.jpg,54490,381
train_val2019/Plants/381/c7256129450a876b52603de7c7368df0.jpg,112233,381
train_val2019/Plants/381/63da68927e42da7f90756cf854551b7d.jpg,195987,381
train_val2019/Plants/381/7adf073236d012b87c6d1a5a849b5fab.jpg,221958,381
train_val2019/Plants/381/31391e1f12f205c98cafc21174383969.jpg,150638,381
train_val2019/Plants/381/86abf250faf369deee51ae16375dff83.jpg,222189,381
train_val2019/Plants/381/7c943273402397474b7b94ccfe12228b.jpg,154744,381
train_val2019/Plants/381/1a0198450fc3e991655cd637b0d24644.jpg,65182,381
train_val2019/Plants/381/e1a6fc992f8801e5453ead919dc1f512.jpg,2456,381
train_val2019/Plants/381/e71cc991cdaddf20c3310ed6d6e777f3.jpg,235827,381
train_val2019/Plants/381/71c8a11d27a393f08c63034b5564d3cd.jpg,213889,381
train_val2019/Plants/381/925ed4dbb8446a02d1e0377be8a8440a.jpg,127977,381
train_val2019/Plants/381/9408777f7eadc32f0c53246e5e8c160d.jpg,150981,381
train_val2019/Plants/381/31c6b620d1c0f67f7bfebfcfc3f3e823.jpg,91080,381
train_val2019/Plants/381/9980d6bfd43f02c5dfeb30732472fff0.jpg,170847,381
train_val2019/Plants/381/a11bc29749205bd24b9a7853e5bbf216.jpg,8717,381
train_val2019/Plants/381/8962fb2e235bb2c47d8405cc99eb927b.jpg,2642,381
train_val2019/Plants/381/2c029385bf3ea4e0467d82b03d1168b3.jpg,201104,381
train_val2019/Plants/381/3fd0657b2bc792be5dc8d8c162e84f6f.jpg,237096,381
train_val2019/Plants/381/91b08509cf95bb3fcadbf077ff70bb36.jpg,127949,381
train_val2019/Plants/381/4cf952757e5f5c2629495fedc02feb75.jpg,23832,381
train_val2019/Plants/381/be2b3c2bdfcf3d5964ff4160b99e2e21.jpg,52922,381
train_val2019/Plants/381/fc621d4116002bb54ecacce1527e7f23.jpg,193227,381
train_val2019/Plants/381/dea3465f6190fc48f1c8df76c018772c.jpg,9315,381
train_val2019/Plants/381/49139f5587d4ce0832c728510e479503.jpg,198349,381
train_val2019/Plants/381/577f086523d71244643cde6962201cfa.jpg,234849,381
train_val2019/Plants/381/310d35a853a7c7535274a1d2f4ebe3db.jpg,262418,381
train_val2019/Plants/381/10487508cdcbbd6a4664aaba66c003fb.jpg,177011,381
train_val2019/Plants/381/7db4b40e69d7b8f6c2843f34476ea773.jpg,207463,381
train_val2019/Plants/381/d9f6065726df96a8bdf1279b810795f6.jpg,66683,381
train_val2019/Plants/381/e87678c54e8abd81a14554e40a8d7d35.jpg,139677,381
train_val2019/Plants/381/71666d91c008ff23f3bf2b55532ff3b6.jpg,74096,381
train_val2019/Plants/381/9855910f760e2af0afc8dc41c70b97e3.jpg,146840,381
train_val2019/Plants/381/cb09b075c7530803bcded434414b328f.jpg,225125,381
train_val2019/Plants/381/af8f42c0ed0274024ddc70fcd21c56d7.jpg,31321,381
train_val2019/Plants/381/46d6cb54a3882fea3b3382c43d803e4d.jpg,45198,381
train_val2019/Plants/381/5a3d81eb1250904f4a9b89c0b7cab0d4.jpg,214201,381
train_val2019/Plants/381/a6012285098d3474be2b06d6331222f6.jpg,229952,381
train_val2019/Plants/381/bae4eb9838f5709cbb4fd04bd682f11c.jpg,174742,381
train_val2019/Plants/381/31543f82a832bda8e66bfa9732a18819.jpg,46721,381
train_val2019/Plants/381/bb5226a4b2edcd5e7872223e6aabd3a9.jpg,71822,381
train_val2019/Plants/381/ae8d7bcded3c61f099326c38324240b0.jpg,166003,381
